,cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,cores,socket,category
2802,Intel Core2 Duo E6750 @ 2.66GHz,824.0,1010,98.06,1050,101.99,65.0,2,LGA 775,Desktop
2803,Intel Pentium E5500 @ 2.80GHz,1279.2,1010,63.14,1140,71.31,65.0,2,LGA 775,Desktop
2813,Intel Pentium E6300 @ 2.80GHz,3348.0,1000,23.89,1129,26.97,65.0,2,LGA 775,Desktop
2814,Intel Pentium 2117U @ 1.80GHz,10720.0,998,7.45,925,6.9,17.0,2,BGA 1023,Laptop
2815,Intel Core i3-330M @ 2.13GHz,11996.0,997,6.65,809,5.39,35.0,2,BGA 1288,Laptop
2821,AMD Phenom II N620 Dual-Core,319.2,990,248.09,1069,267.82,35.0,2,S1,Laptop
2829,AMD Athlon II X2 240e,3031.2,980,25.86,1092,28.81,45.0,2,AM3,Desktop
2830,Intel Core2 Duo E7400 @ 2.80GHz,1199.2,980,65.35,1104,73.63,65.0,2,LGA 775,Desktop
2835,AMD Phenom X3 8550,2396.0,976,32.59,810,27.06,95.0,3,AM2/AM2+,Desktop
2837,Intel Core2 Duo T7800 @ 2.60GHz,48639.2,976,1.6,1034,1.7,35.0,2,BGA 479,Laptop
2840,AMD Athlon 64 FX-74,39960.0,972,1.95,617,1.24,125.0,2,F (1207),Desktop
2841,AMD A4-3300 APU,4528.8,971,17.15,1026,18.13,65.0,2,FM1,Desktop
2842,AMD A4-4300M APU,2388.8,971,32.51,976,32.68,35.0,1,FS1,Laptop
2845,AMD Athlon 64 X2 Dual Core 6400+,19996.0,967,3.87,1142,4.57,125.0,2,AM2,Desktop
2846,AMD Phenom II N640 Dual-Core,4396.0,965,17.57,1039,18.9,35.0,2,S1,Laptop
2848,Intel Core2 Duo E7300 @ 2.66GHz,2645.6,964,29.15,1097,33.17,65.0,2,LGA 775,Desktop
2849,Intel Xeon 5160 @ 3.00GHz,3480.0,963,22.14,1134,26.08,80.0,2,LGA 771,Server
2850,Intel Atom C2538 @ 2.40GHz,8320.0,960,9.23,491,4.72,15.0,4,BGA 1283,Laptop
2851,AMD Athlon II X2 215,2317.6,959,33.09,1041,35.92,65.0,2,AM3,Desktop
2852,Intel Core2 Duo P9500 @ 2.53GHz,79919.2,959,0.96,1056,1.06,25.0,2,BGA 479,Laptop
2855,AMD Opteron 285,1996.0,956,38.3,509,20.39,95.0,2,940,Server
2856,Intel Core2 Duo P8700 @ 2.53GHz,6796.0,956,11.26,1045,12.3,25.0,2,BGA 479,Laptop
2860,AMD E2-3200 APU,639.2,953,119.23,964,120.61,65.0,2,FM1,Desktop
2861,AMD Opteron 290,10800.0,952,7.05,570,4.22,95.0,2,940,Server
2862,AMD Athlon 7750 Dual-Core,6399.2,951,11.88,1034,12.93,95.0,2,AM2+,Desktop
2864,Intel Core2 Duo SP9400 @ 2.40GHz,22720.0,948,3.34,930,3.28,25.0,2,BGA 956,Laptop
2865,Intel Core2 Duo E7200 @ 2.53GHz,3760.0,947,20.14,1068,22.73,65.0,2,LGA 775,Desktop
2868,AMD Athlon 64 FX-62 Dual Core,30000.0,943,2.51,1000,2.67,125.0,2,AM2,Desktop
2870,Intel Core2 Duo T9400 @ 2.53GHz,3596.0,941,20.93,1016,22.61,35.0,2,BGA 479,Laptop
2871,Intel Core2 Duo P8800 @ 2.66GHz,4559.2,940,16.49,1087,19.07,25.0,2,BGA 479,Laptop
2872,Intel Core2 Duo T9300 @ 2.50GHz,7596.0,940,9.9,1020,10.74,35.0,2,BGA 479,Laptop
2874,Intel Xeon 3060 @ 2.40GHz,1839.2,939,40.84,942,40.96,65.0,2,LGA 775,Server
2876,Intel Core2 Duo T9550 @ 2.66GHz,23916.0,937,3.13,1035,3.46,35.0,2,BGA 479,Laptop
2877,Intel Pentium E5400 @ 2.70GHz,7420.8,936,10.09,1074,11.58,65.0,2,LGA 775,Desktop
2878,AMD Athlon II X2 240,1996.0,935,37.46,1027,41.18,65.0,2,AM3,Desktop
2879,Intel Celeron E3500 @ 2.70GHz,1680.0,935,44.54,1154,54.93,65.0,2,LGA 775,Desktop
2880,AMD Phenom II P650 Dual-Core,2800.0,933,26.66,985,28.14,35.0,2,S1,Laptop
2883,Intel Xeon L3406 @ 2.27GHz,21215.2,928,3.5,647,2.44,30.0,2,LGA 1156,Server
2884,AMD Athlon 64 X2 Dual Core 5600+,8576.8,923,8.61,1027,9.58,89.0,2,AM2,Desktop
2885,AMD Turion II Ultra Dual-Core Mobile M600,1340.8,923,55.1,982,58.6,35.0,2,S1,Laptop
2888,AMD Athlon 64 X2 Dual Core 6000+,3080.0,919,23.87,1022,26.55,89.0,2,AM2,Desktop
2889,Intel Celeron 3205U @ 1.50GHz,22963.2,918,3.2,879,3.06,15.0,2,BGA 1168,Laptop
2892,Intel Xeon 5148 @ 2.33GHz,1600.0,912,45.62,868,43.39,40.0,2,LGA 771,Server
2894,AMD Athlon 64 X2 Dual Core 5400+,4239.2,910,17.16,1010,19.07,65.0,2,AM2,Desktop
2896,Intel Pentium B960 @ 2.20GHz,3094.4,910,23.53,941,24.32,35.0,2,PGA988,Laptop
2898,AMD Opteron 2220 SE,2000.0,909,36.35,519,20.75,119.0,2,F (1207),Server
2901,Intel Atom x5-Z8350 @ 1.44GHz,1680.0,909,43.29,482,22.97,4.0,4,UTFCBGA592,Laptop
2903,Intel Core2 Duo T8300 @ 2.40GHz,8716.0,906,8.32,996,9.14,35.0,2,BGA 479,Laptop
2904,Intel Pentium E5300 @ 2.60GHz,4759.2,906,15.22,1032,17.34,65.0,2,LGA 775,Desktop
2907,Intel Core2 Duo E6600 @ 2.40GHz,2807.2,901,25.68,953,27.17,65.0,2,PLGA775,Desktop
2911,Intel Pentium G620T @ 2.20GHz,1599.2,896,44.84,961,48.05,35.0,2,LGA 1155,Desktop
2920,AMD Turion II P540 Dual-Core,3996.0,884,17.7,843,16.88,35.0,2,S1,Laptop
2923,AMD Sempron X2 190,6675.2,879,10.53,977,11.71,45.0,2,AM2+/AM3,Unknown
2929,Intel Core2 Duo E6550 @ 2.33GHz,1064.0,875,65.78,911,68.52,65.0,2,LGA 775,Desktop
2930,AMD Athlon 5200 Dual-Core,7120.0,869,9.77,915,10.28,75.0,2,AM2,Desktop
2931,Intel Core2 Duo P7550 @ 2.26GHz,18399.2,868,3.78,917,3.99,25.0,2,PGA478,Laptop
2933,Intel Pentium E5200 @ 2.50GHz,3995.2,867,17.35,1006,20.14,65.0,2,LGA 775,Desktop
2934,Intel Xeon 3065 @ 2.33GHz,1672.0,867,41.49,836,40.0,65.0,2,LGA 775,Server
2936,AMD Turion 64 X2 Mobile TL-68,7200.0,861,9.56,887,9.85,35.0,2,S1,Laptop
2937,Intel Celeron E3200 @ 2.40GHz,1599.2,860,43.02,992,49.63,65.0,2,LGA 775,Desktop
2938,AMD Athlon 7550 Dual-Core,1196.0,859,57.47,919,61.47,95.0,2,AM2+,Desktop
2939,Intel Xeon 5140 @ 2.33GHz,2959.2,857,23.16,870,23.51,65.0,2,LGA 771,Server
2942,AMD Turion II N530 Dual-Core,2400.0,855,28.51,968,32.27,35.0,2,S1,Laptop
2943,Intel Core2 Duo P8600 @ 2.40GHz,3934.4,853,17.35,936,19.03,25.0,2,BGA 479,Laptop
2946,Intel Pentium P6100 @ 2.00GHz,2275.2,850,29.89,831,29.21,35.0,2,PGA988,Laptop
2949,Intel Pentium P6200 @ 2.13GHz,1996.0,847,33.94,840,33.66,35.0,2,PGA988,Laptop
2955,Intel Xeon 3050 @ 2.13GHz,12636.0,841,5.32,672,4.26,65.0,2,LGA 775,Server
2957,Intel Xeon 5150 @ 2.66GHz,2479.2,840,27.11,999,32.23,65.0,2,LGA 771,Server
2958,AMD Opteron 275,7996.0,839,8.4,445,4.45,95.0,2,940,Server
2959,Intel Xeon E5205 @ 1.86GHz,1141.6,838,58.75,788,55.24,65.0,2,LGA 771,Server
2960,Intel Xeon E5502 @ 1.87GHz,6400.0,837,10.46,799,9.98,80.0,2,LGA 1366,Server
2961,Intel Celeron E3300 @ 2.50GHz,5182.4,837,12.92,1042,16.08,65.0,2,LGA 775,Desktop
2964,AMD Athlon Dual Core 5000B,7600.0,835,8.79,935,9.84,65.0,2,AM2,Desktop
2965,AMD Athlon 5000 Dual-Core,8796.0,835,7.59,892,8.11,65.0,2,"AM2,AM2+",Desktop
2970,Intel Pentium B940 @ 2.00GHz,2395.2,832,27.78,861,28.75,35.0,2,PGA988,Laptop
2972,AMD Turion II Dual-Core Mobile M520,5528.0,830,12.01,927,13.41,35.0,2,S1,Laptop
2973,Intel Core2 Duo E4600 @ 2.40GHz,12636.0,829,5.25,925,5.86,65.0,2,LGA 775,Desktop
2974,Intel Celeron E3400 @ 2.60GHz,1199.2,829,55.32,1007,67.16,65.0,2,LGA 775,Desktop
2975,Intel Core2 Duo P8400 @ 2.26GHz,23760.8,827,2.79,921,3.1,25.0,2,BGA 479,Laptop
2978,Intel Core2 Duo T7700 @ 2.40GHz,10396.0,825,6.35,899,6.92,35.0,2,BGA 479,Laptop
2980,Intel Core2 Duo T7500 @ 2.20GHz,3439.2,823,19.14,878,20.43,35.0,2,BGA 479,Laptop
2981,Intel Core2 Extreme X6800 @ 2.93GHz,21091.2,823,3.12,973,3.69,75.0,2,PLGA775,Desktop
2985,Intel Atom x5-Z8300 @ 1.44GHz,10639.2,819,6.16,463,3.48,4.0,4,UTFCBGA592,"Laptop, Mobile/Embedded"
2991,AMD Athlon 64 X2 Dual Core 5200+,4800.0,812,13.54,915,15.24,65.0,2,AM2,Desktop
2992,Intel Celeron B830 @ 1.80GHz,3999.2,812,16.25,841,16.83,35.0,2,rPGA988B,Laptop
2993,Intel Core2 Duo E4700 @ 2.60GHz,2159.2,811,30.04,998,36.98,65.0,2,LGA 775,Desktop
3000,Intel Xeon E5503 @ 2.00GHz,10415.2,804,6.18,845,6.49,80.0,2,LGA 1366,Server
3005,Intel Celeron 1007U @ 1.50GHz,14799.2,798,4.31,760,4.11,17.0,2,BGA 1023,Laptop
3010,Intel Xeon 5130 @ 2.00GHz,3919.2,795,16.22,796,16.24,65.0,2,LGA 771,Server
3013,Intel Pentium E2220 @ 2.40GHz,4400.0,793,14.42,892,16.23,65.0,2,LGA 775,Desktop
3014,Intel Pentium T4500 @ 2.30GHz,2396.0,793,26.48,911,30.42,35.0,2,PGA478,Laptop
3015,AMD Turion X2 Ultra Dual-Core Mobile ZM-84,3996.0,793,15.87,778,15.58,35.0,2,S1,Laptop
3021,Intel Xeon 3040 @ 1.86GHz,2003.2,789,31.52,474,18.92,65.0,2,LGA 775,Server
3022,Intel Celeron B820 @ 1.70GHz,2343.2,789,26.94,745,25.44,35.0,2,PGA988B,Laptop
3025,AMD Opteron 1216,4388.0,781,14.23,810,14.78,103.0,2,AM2,Server
3027,Intel Celeron B810 @ 1.60GHz,6396.0,775,9.69,754,9.43,35.0,2,PGA988B,Laptop
3029,Intel Core2 Duo E6400 @ 2.13GHz,2395.2,772,25.79,844,28.19,65.0,2,LGA 775,Desktop
3031,Intel Pentium T4300 @ 2.10GHz,7916.0,771,7.79,834,8.43,35.0,2,PGA478,Laptop
3032,Intel Core2 Duo T7600 @ 2.33GHz,7996.0,770,7.71,848,8.48,34.0,2,"PBGA479, PPGA478",Laptop
3038,AMD Opteron 280,22457.6,765,2.72,430,1.53,95.0,2,940,Server
3040,Intel Xeon 5120 @ 1.86GHz,117952.0,763,0.52,748,0.51,65.0,2,LGA 771,Server
3042,Intel Pentium T4400 @ 2.20GHz,8796.0,762,6.93,862,7.84,35.0,2,PGA478,Laptop
3043,AMD Opteron 270,19996.0,761,3.04,411,1.64,95.0,2,940,Server
3044,Intel Core2 Duo T6600 @ 2.20GHz,3197.6,761,19.03,851,21.3,35.0,2,PGA478,Laptop
3047,AMD Athlon 64 X2 Dual Core 5000+,26519.2,760,2.29,882,2.66,65.0,2,AM2,Desktop
3053,Intel Atom Z3775 @ 1.46GHz,40000.0,754,1.51,538,1.08,4.0,4,UTFCBGA1380,Laptop
3056,Intel Pentium E2200 @ 2.20GHz,4320.0,752,13.93,841,15.57,65.0,2,LGA 775,Desktop
3058,AMD Athlon Dual Core 5050e,4800.0,748,12.46,875,14.58,45.0,2,AM2,Desktop
3061,Intel Core2 Duo P7450 @ 2.13GHz,3199.2,747,18.68,821,20.53,25.0,2,PGA478,Laptop
3063,AMD Opteron 180,9596.0,746,6.22,874,7.29,110.0,2,939,Server
3064,Intel Core2 Duo SL9400 @ 1.86GHz,20240.0,743,2.94,767,3.03,17.0,2,BGA 956,Laptop
3070,Intel Core2 Duo T8100 @ 2.10GHz,79999.2,739,0.74,836,0.84,35.0,2,BGA 479,Laptop
3071,AMD Turion 64 X2 Mobile TL-62,2320.0,738,25.44,758,26.12,35.0,2,S1,Laptop
3072,Intel Atom Z3770 @ 1.46GHz,11955.2,738,4.94,542,3.63,4.0,4,UTFCBGA1380,Laptop
3076,AMD Athlon Dual Core 4850e,3120.0,735,18.85,879,22.53,45.0,2,AM2,Desktop
3082,AMD Turion X2 Ultra Dual-Core Mobile ZM-85,3600.0,730,16.22,828,18.4,35.0,2,S1,Laptop
3086,Intel Core2 Duo P7350 @ 2.00GHz,1599.2,727,36.38,787,39.35,25.0,2,BGA 479,Laptop
3087,AMD A4-3305M APU,1664.8,727,34.91,819,39.36,35.0,2,FS1,Laptop
3090,Intel Core2 Duo T7200 @ 2.00GHz,4946.4,723,11.69,756,12.22,34.0,2,"PBGA479, PPGA478",Laptop
3091,AMD Athlon 64 X2 Dual Core 4800+,11996.0,722,4.82,885,5.9,65.0,2,AM2,Desktop
3093,Intel Core2 Duo E4500 @ 2.20GHz,880.0,718,65.32,820,74.56,65.0,2,LGA 775,Desktop
3094,Intel Core2 Duo T6570 @ 2.10GHz,3080.0,718,18.65,824,21.41,35.0,2,PGA478,Laptop
3095,AMD Athlon 64 X2 Dual Core 4600+,27996.0,716,2.05,839,2.4,65.0,2,AM2,Desktop
3096,Intel Pentium T4200 @ 2.00GHz,7916.0,715,7.23,788,7.96,35.0,2,PGA478,Laptop
3097,Intel Core2 Duo E6420 @ 2.13GHz,3199.2,714,17.86,783,19.58,65.0,2,PLGA775,Desktop
3100,AMD Athlon II P360 Dual-Core,1596.0,711,35.65,879,44.04,25.0,2,S1g4,Unknown
3103,Intel Core2 Duo T6400 @ 2.00GHz,1199.2,708,47.24,794,52.97,35.0,2,PGA478,Laptop
3110,Intel Core2 Duo T7400 @ 2.16GHz,11996.0,702,4.68,774,5.16,34.0,2,BGA 479,Laptop
3114,AMD Athlon Dual Core 4450e,1158.4,698,48.22,812,56.08,45.0,2,AM2,Desktop
3115,AMD Opteron 1214,6908.0,696,8.07,830,9.61,103.0,2,AM2,Server
3116,Intel Core2 Duo T6500 @ 2.10GHz,1199.2,696,46.44,836,55.74,35.0,2,PGA478,Laptop
3119,AMD Turion X2 Ultra Dual-Core Mobile ZM-86,4880.0,695,11.39,820,13.44,35.0,2,S1,Laptop
3120,Intel Core2 Duo T7300 @ 2.00GHz,4319.2,693,12.84,772,14.31,35.0,2,BGA 479,Laptop
3122,AMD Athlon 64 X2 Dual Core 4400+,23916.0,691,2.31,787,2.63,65.0,2,AM2,Desktop
3123,Intel Celeron G470 @ 2.00GHz,2812.0,691,19.67,937,26.67,35.0,1,LGA 1155,Desktop
3127,AMD Turion X2 Ultra Dual-Core Mobile ZM-87,3196.0,689,17.25,758,18.98,35.0,2,S1,Laptop
3128,Intel Core2 Duo T7250 @ 2.00GHz,16118.4,688,3.41,771,3.82,35.0,2,BGA 479,Laptop
3130,AMD Athlon Dual Core 4450B,2480.0,684,22.05,780,25.15,45.0,2,AM2+,Desktop
3132,AMD A4-3300M APU,2399.2,683,22.79,766,25.55,65.0,2,FM1,Laptop
3138,AMD Athlon II X2 270u,5413.6,675,9.98,791,11.69,25.0,2,AM3,Desktop
3139,AMD Turion 64 X2 Mobile TL-64,3151.2,675,17.14,702,17.81,35.0,2,S1,Laptop
3141,AMD Athlon II P340 Dual-Core,3196.0,673,16.84,827,20.71,25.0,2,S1g4,Unknown
3142,AMD Athlon 64 X2 Dual Core 4200+,8796.0,672,6.12,786,7.15,89.0,2,AM2,Desktop
3143,Intel Pentium E2180 @ 2.00GHz,1560.0,671,34.42,748,38.36,65.0,2,LGA 775,Desktop
3144,Intel Celeron E1400 @ 2.00GHz,1120.0,671,47.91,746,53.28,65.0,2,LGA 775,Desktop
3147,Intel Core2 Duo T5750 @ 2.00GHz,799.2,667,66.76,735,73.57,35.0,2,Socket P,Laptop
3149,AMD Turion X2 Dual-Core Mobile RM-72,17940.8,666,2.97,751,3.35,35.0,2,S1,Laptop
3151,AMD E2-3000M APU,3438.4,665,15.48,735,17.11,35.0,2,FS1,Laptop
3155,AMD Athlon II X2 260u,6675.2,663,7.94,703,8.42,25.0,2,AM3,Desktop
3158,AMD Turion Dual-Core RM-75,1719.2,659,30.65,444,20.67,35.0,2,S1,Laptop
3159,Intel Core2 Duo T5850 @ 2.16GHz,2223.2,657,23.63,769,27.68,,2,Socket P,Laptop
3164,Intel Celeron E1500 @ 2.20GHz,1572.0,649,33.02,785,39.95,65.0,2,LGA 775,Desktop
3165,Intel Celeron B800 @ 1.50GHz,1999.2,649,25.98,645,25.83,35.0,2,PGA988B,Laptop
3166,AMD Turion Dual-Core RM-72,2399.2,649,21.63,725,24.16,35.0,2,S1,Laptop
3170,Intel Pentium T3400 @ 2.16GHz,6396.0,645,8.06,722,9.03,35.0,2,PPGA478,Laptop
3171,Intel Pentium T3200 @ 2.00GHz,960.0,644,53.69,717,59.73,35.0,2,PPGA478,Laptop
3172,Intel Core2 Duo T7100 @ 1.80GHz,1199.2,643,42.89,714,47.61,35.0,2,BGA 479,Laptop
3177,AMD A4-3320M APU,3120.0,640,16.42,656,16.82,35.0,2,FS1,Laptop
3179,Intel Pentium E2160 @ 1.80GHz,7120.0,636,7.14,683,7.67,65.0,2,LGA 775,Desktop
3180,Intel Pentium 2129Y @ 1.10GHz,10720.0,635,4.74,587,4.38,10.0,2,BGA 1023,Laptop
3184,Intel Core2 Duo E4400 @ 2.00GHz,3400.0,632,14.88,753,17.73,65.0,2,LGA 775,Desktop
3186,AMD Turion 64 X2 Mobile TL-66,7120.0,627,7.04,816,9.17,35.0,2,S1,Laptop
3187,Celeron Dual-Core T3300 @ 2.00GHz,1197.6,627,41.91,692,46.19,35.0,2,μFCPGA-478,Laptop
3194,AMD Turion X2 Dual-Core Mobile RM-74,1196.0,623,41.71,730,48.81,35.0,2,S1,Laptop
3195,Intel Pentium 957 @ 1.20GHz,10720.0,622,4.64,574,4.28,17.0,2,BGA 1023,Laptop
3197,Intel Atom Z3745 @ 1.33GHz,2400.0,621,20.72,435,14.51,4.0,4,UTFCBGA1380,Laptop
3207,AMD Athlon 64 X2 QL-65,1760.0,609,27.69,653,29.67,35.0,2,S1,Laptop
3209,AMD Athlon II X2 250u,1996.0,604,24.22,632,25.32,25.0,2,AM3,Desktop
3213,Intel Xeon 5110 @ 1.60GHz,2800.0,600,17.14,606,17.32,65.0,2,LGA 771,Server
3218,Intel Core2 Duo E6320 @ 1.86GHz,3199.2,597,14.92,642,16.05,65.0,2,PLGA775,Desktop
3219,AMD Athlon 64 X2 Dual Core 3600+,5460.0,596,8.73,686,10.05,65.0,2,AM2,Desktop
3220,Intel Atom S1260 @ 2.00GHz,5120.0,596,9.31,224,3.5,8.5,2,BGA 1283,Server
3224,AMD Opteron 1212,23200.0,593,2.04,729,2.51,103.0,2,AM2,Server
3225,Intel Celeron N3050 @ 1.60GHz,13600.0,592,3.48,564,3.32,6.0,2,BGA 1170,Laptop
3226,Intel Core2 Duo E6300 @ 1.86GHz,10208.8,592,4.64,693,5.43,65.0,2,"LGA 775, PLGA775",Desktop
3228,AMD Turion 64 X2 Mobile TL-60,1276.0,591,37.07,688,43.15,31.0,2,S1,Laptop
3250,AMD Athlon X2 Dual Core BE-2300,4800.0,570,9.5,644,10.73,45.0,2,AM2,Desktop
3258,Intel Celeron 867 @ 1.30GHz,4456.0,562,10.08,584,10.49,17.0,2,BGA 1023,Laptop
3259,AMD Sempron 2650 APU,6797.6,561,6.6,475,5.59,25.0,2,"AM1,FSB1",Desktop
3260,Intel Core2 Duo E4300 @ 1.80GHz,3400.0,561,13.21,665,15.65,65.0,2,LGA 775,Desktop
3261,AMD Turion Dual-Core RM-70,2000.0,561,22.46,548,21.9,31.0,2,S1,Laptop
3265,Intel Atom Z3735E @ 1.33GHz,9360.0,557,4.76,478,4.08,4.4,4,UTFCBGA1380,Laptop
3268,Intel Pentium E2140 @ 1.60GHz,6396.0,549,6.87,605,7.56,65.0,2,"LGA 775, PLGA775",Desktop
3275,Intel Atom Z3735F @ 1.33GHz,40000.0,544,1.09,390,0.78,4.4,4,UTFCBGA592,Laptop
3279,Intel Celeron N2830 @ 2.16GHz,11999.2,542,3.62,630,4.2,7.5,2,BGA 1170,Laptop
3283,Intel Pentium T2330 @ 1.60GHz,11996.0,536,3.57,572,3.82,35.0,2,PPGA478,Laptop
3288,Intel Atom C2350 @ 1.74GHz,3440.0,532,12.38,496,11.53,6.0,2,BGA 1283,Server
3290,AMD Opteron 165,44000.0,531,0.97,638,1.16,110.0,2,939,Server
3299,AMD Turion X2 Ultra Dual-Core Mobile ZM-80,3996.0,521,10.44,628,12.58,32.0,2,S1,Laptop
3301,Celeron Dual-Core T3100 @ 1.90GHz,2560.0,519,16.22,566,17.68,35.0,2,BGA 479,Laptop
3312,AMD Sempron 145,2879.2,505,14.04,989,27.47,45.0,1,AM3,Desktop
3314,AMD Sempron 130,2400.0,501,16.69,1064,35.47,45.0,1,AM2+/AM3,Unknown
3317,Intel Pentium T2370 @ 1.73GHz,2800.0,500,14.27,546,15.6,35.0,2,PPGA478,Laptop
3318,AMD Sempron 150,1196.0,498,33.32,1079,72.16,45.0,1,AM3,Desktop
3321,AMD Turion X2 Dual Core Mobile RM-70,10604.8,497,3.75,504,3.8,31.0,2,S1,Laptop
3325,Intel Celeron G460 @ 1.80GHz,4400.0,494,8.99,720,13.09,35.0,1,LGA 1155,Desktop
3328,Intel Celeron E1200 @ 1.60GHz,7996.0,492,4.93,628,6.28,65.0,2,LGA 775,Desktop
3337,Intel Core2 Duo T5250 @ 1.50GHz,7196.0,483,5.37,542,6.03,35.0,2,PGA478,Laptop
3338,Intel Celeron G465 @ 1.90GHz,3200.0,480,12.0,739,18.49,35.0,1,LGA 1155,Desktop
3350,AMD Sempron 140,956.0,471,39.42,1044,87.38,45.0,1,AM3,Desktop
3352,Intel Celeron 847 @ 1.10GHz,25200.0,470,1.49,483,1.53,17.0,2,BGA 1023,Laptop
3354,Intel Celeron N2820 @ 2.13GHz,18000.0,469,2.09,583,2.59,7.5,2,BGA 1170,Laptop
3355,Intel Pentium Extreme Edition 955 @ 3.46GHz,2498.4,469,15.02,515,16.49,130.0,2,PLGA775,Desktop
3366,AMD Turion 64 X2 Mobile TL-56,5232.0,453,6.93,579,8.85,31.0,2,S1,Laptop
3375,Intel Celeron 450 @ 2.20GHz,3119.2,445,11.41,613,15.73,35.0,1,LGA 775,Desktop
3381,AMD Turion 64 X2 Mobile TL-50,1519.2,436,22.97,525,27.65,31.0,2,S1,Laptop
3388,AMD Athlon LE-1640,7196.0,430,4.78,489,5.44,45.0,1,AM2,Desktop
3392,Intel Celeron G440 @ 1.60GHz,8000.0,426,4.26,739,7.39,35.0,1,LGA 1155,Desktop
3398,AMD Athlon LE-1620,1440.0,421,23.4,475,26.38,45.0,1,AM2,Desktop
3399,Intel Celeron N2810 @ 2.00GHz,11199.2,420,3.0,512,3.66,7.5,2,BGA 1170,Laptop
3404,AMD Athlon LE-1600,1680.0,412,19.63,430,20.49,45.0,1,AM2,Desktop
3405,AMD Athlon 1640B,4000.0,412,8.23,462,9.25,45.0,1,AM2,Desktop
3406,Intel Celeron 900 @ 2.20GHz,1519.2,409,21.52,851,44.8,34.8,1,PGA478,Laptop
3408,Intel Core Duo T2500 @ 2.00GHz,9599.2,408,3.4,613,5.11,31.0,2,BGA 479,Laptop
3413,AMD Athlon 64 FX-55,5200.0,404,6.22,505,7.77,104.0,1,939,Desktop
3415,Intel Atom D510 @ 1.66GHz,7772.8,404,4.16,292,3.01,13.0,2,BGA 559,Desktop
3417,Intel Xeon 3.60GHz,68080.0,403,0.47,643,0.76,110.0,1,PPGA604,Server
3420,AMD Sempron LE-1300,2160.0,400,14.81,389,14.42,45.0,1,AM2,Desktop
3427,AMD Athlon 64 3500+,6396.0,396,4.95,568,7.1,45.0,1,AM2,Unknown
3430,AMD Athlon 64 3700+,7196.0,394,4.38,435,4.83,89.0,1,939,Desktop
3431,AMD Opteron 150,28235.2,393,1.11,471,1.34,85.3,1,939,Server
3433,Intel Xeon 3.80GHz,68080.0,393,0.46,594,0.7,110.0,1,PPGA604,Server
3440,Intel Atom E3825 @ 1.33GHz,5625.6,385,5.47,370,5.26,6.0,2,BGA 1170,Desktop
3449,AMD V140,3196.0,379,9.48,869,21.76,25.0,1,S1,Laptop
3450,AMD Athlon 64 3400+,7996.0,375,3.75,429,4.29,89.0,1,754,Unknown
3459,Intel Celeron 440 @ 2.00GHz,3999.2,368,7.37,444,8.88,35.0,1,LGA 775,Desktop
3460,Intel Celeron 560 @ 2.13GHz,5596.0,365,5.21,498,7.12,31.0,1,PGA478,Laptop
3462,AMD Sempron 3600+,1200.0,364,24.24,377,25.13,62.0,1,AM2,Desktop
3465,AMD Sempron 3800+,1199.2,360,24.03,422,28.17,62.0,1,AM2,Desktop
3469,AMD Athlon II 170u,1920.0,357,14.86,728,30.34,20.0,1,"AM2+,AM3",Desktop
3476,AMD Sempron LE-1200,1196.0,349,23.32,551,36.89,45.0,1,AM2,Desktop
3477,Intel Core Duo T2400 @ 1.83GHz,1280.0,349,21.81,511,31.94,31.0,2,BGA 479,Laptop
3479,Intel Pentium T2080 @ 1.73GHz,12796.0,348,2.18,530,3.31,31.0,2,PGA478,Laptop
3482,AMD Opteron 146,2800.0,346,9.88,400,11.43,67.0,1,939,Server
3490,AMD Athlon 64 4000+,7996.0,340,3.4,565,5.65,62.0,1,AM2,Unknown
3491,AMD Athlon 64 3200+,11996.0,340,2.27,568,3.79,62.0,1,AM2,Unknown
3497,Intel Atom N570 @ 1.66GHz,6880.0,335,3.89,282,3.28,8.5,2,BGA 559,Laptop
3501,AMD Turion 64 Mobile ML-37,2079.2,334,12.86,510,19.61,35.0,1,754,Laptop
3520,AMD Opteron 144,2396.0,316,10.55,376,12.56,67.0,1,939,Server
3523,AMD Sempron 3300+,1600.0,315,15.74,394,19.68,62.0,1,754,Desktop
3524,AMD Sempron LE-1100,2796.0,315,9.02,509,14.56,45.0,1,AM2,Desktop
3538,AMD Athlon 64 3000+,1600.0,303,15.13,506,25.31,89.0,1,Socket 754,Desktop
3541,AMD Sempron LE-1250,7999.2,301,3.01,508,5.08,45.0,1,AM2,Desktop
3542,Intel Celeron 550 @ 2.00GHz,4396.0,301,5.47,613,11.16,31.0,1,BGA 479,Laptop
3545,AMD Sempron 3100+,5200.0,298,4.58,383,5.89,62.0,1,754,Desktop
3548,AMD Athlon 64 2800+,7999.2,295,2.95,375,3.75,89.0,1,754,Unknown
3554,Intel Celeron 430 @ 1.80GHz,3999.2,293,5.86,630,12.59,35.0,1,LGA 775,Desktop
3556,AMD Athlon 64 3800+,10480.8,292,2.23,461,3.52,45.0,1,AM2,Unknown
3557,AMD Sempron 3400+,6934.4,292,3.37,346,3.99,62.0,1,AM2,Desktop
3561,AMD Athlon 2800+,8796.0,291,2.65,439,3.99,89.0,1,754,Unknown
3566,AMD Sempron 3200+,9974.4,288,2.31,356,2.85,62.0,1,AM2,Desktop
