,cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,cores,socket,category
650,Intel Core i7-10710U @ 1.10GHz,51599.2,10126,15.7,2460,3.81,15.0,6,BGA 1528,Laptop
651,Intel Core i3-10320 @ 3.80GHz,10716.0,10115,75.51,2848,21.26,65.0,4,LGA 1200,Desktop
652,Intel Core i5-1135G7 @ 2.40GHz,24720.0,10100,32.68,2727,8.82,15.0,4,BGA 1526,Laptop
653,Intel Core i7-1068NG7 @ 2.30GHz,34080.0,10093,23.69,2484,5.83,28.0,4,BGA 1344,Laptop
654,Intel Core i7-8750H @ 2.20GHz,31600.0,10085,25.53,2331,5.9,45.0,6,BGA 1440,Laptop
655,Intel Core i5-10400T @ 2.00GHz,14560.0,10052,55.23,2168,11.91,35.0,6,LGA 1200,Desktop
657,Intel Xeon W-2125 @ 4.00GHz,79916.0,10039,10.05,2599,2.6,120.0,4,LGA 2066,Server
659,Intel Xeon E5-2650 v2 @ 2.60GHz,5600.0,9995,142.78,1675,23.93,95.0,8,LGA 2011,Server
660,Intel Core i5-10500TE @ 2.30GHz,15600.0,9960,51.08,2145,11.0,35.0,6,LGA 1200,"Laptop, Mobile/Embedded"
663,Intel Core i7-4960X @ 3.60GHz,100000.0,9906,7.92,2078,1.66,130.0,6,LGA 2011,Desktop
664,Intel Xeon E-2234 @ 3.60GHz,23599.2,9903,33.57,2871,9.73,71.0,4,LGA 1151-2,Server
665,Intel Core i7-7740X @ 4.30GHz,18079.2,9864,43.65,2805,12.41,112.0,4,LGA 2066,Desktop
666,Intel Core i5-8600 @ 3.10GHz,22053.6,9849,35.73,2582,9.36,65.0,6,LGA 1151-2,Desktop
667,Intel Xeon E5-2648L v3 @ 1.80GHz,122429.6,9847,6.43,1292,0.84,75.0,12,LGA 2011-v3,Server
668,Intel Xeon E5-2690 @ 2.90GHz,10832.0,9832,72.61,1657,12.24,135.0,8,LGA 2011,Server
669,Intel Xeon E-2244G @ 3.80GHz,33040.0,9826,23.79,2807,6.8,71.0,4,LGA 1151-2,Server
670,Intel Core i7-5820K @ 3.30GHz,20428.8,9814,38.43,2010,7.87,140.0,6,LGA 2011-v3,Desktop
671,Intel Xeon E5-2687W @ 3.10GHz,15360.0,9796,51.02,1693,8.82,150.0,8,LGA 2011,Server
672,Intel Xeon E5-2689 @ 2.60GHz,14620.0,9767,53.45,1571,8.6,115.0,8,LGA  2011,Server
673,Intel Core i5-1130G7 @ 1.10GHz,24720.0,9756,31.57,2549,8.25,15.0,4,BGA  1449,Laptop
674,Intel Core i5-9500 @ 3.00GHz,23807.2,9698,32.59,2578,8.66,65.0,6,LGA 1151-2,Desktop
675,Intel Core i3-10305 @ 3.80GHz,12799.2,9689,60.56,2834,17.71,65.0,4,LGA 1200,Desktop
677,Intel Xeon E-2274G @ 4.00GHz,26720.0,9660,28.92,2758,8.26,83.0,4,LGA 1151-2,Server
678,Intel Core i7-7700K @ 4.20GHz,27955.2,9658,27.64,2730,7.81,95.0,4,LGA  1151,Desktop
681,Intel Core i5-1038NG7 @ 2.00GHz,25600.0,9626,30.08,2323,7.26,28.0,4,BGA 1344,Laptop
682,Intel Xeon E-2174G @ 3.80GHz,27999.2,9596,27.42,2650,7.57,71.0,4,LGA 1151-2,Server
683,Intel Core i5-8500 @ 3.00GHz,15200.0,9576,50.4,2485,13.08,65.0,6,LGA 1151-2,Desktop
684,Intel Core i5-9400F @ 2.90GHz,10399.2,9544,73.42,2471,19.01,65.0,6,LGA 1151-2,"Desktop, Laptop"
686,Intel Core i5-9400 @ 2.90GHz,11199.2,9478,67.71,2479,17.71,65.0,6,LGA 1151-2,Desktop
687,Intel Core i5-8500B @ 3.00GHz,15360.0,9429,49.11,2574,13.41,65.0,6,BGA 1440,Laptop
688,Intel Xeon Gold 5222 @ 3.80GHz,118105.6,9428,6.39,2372,1.61,105.0,4,LGA 3647,Server
691,Intel Xeon E5-4655 v3 @ 2.90GHz,369280.0,9377,2.03,1817,0.39,135.0,6,LGA 2011-3,Server
692,Intel Xeon E5-2680 @ 2.70GHz,6836.0,9361,109.55,1561,18.27,130.0,8,LGA 2011,Server
693,Intel Core i7-4930K @ 3.40GHz,13988.0,9360,53.53,1963,11.23,130.0,6,LGA 2011,Desktop
694,AMD Ryzen 5 3400G,18240.0,9331,40.93,2360,10.35,65.0,4,AM4,Desktop
695,Intel Xeon E5-1650 v2 @ 3.50GHz,19041.6,9323,39.17,2026,8.51,130.0,6,LGA 2011,Server
696,Intel Xeon E-2144G @ 3.60GHz,24093.6,9322,30.95,2679,8.89,71.0,4,LGA 1151-2,Server
697,Intel Xeon E5-4627 v2 @ 3.30GHz,39916.0,9320,18.68,1786,3.58,130.0,8,LGA 2011,Server
699,Intel Core i3-10300 @ 3.70GHz,11119.2,9284,66.79,2677,19.26,65.0,4,LGA 1200,Desktop
700,Intel Xeon E3-1285 v6 @ 4.10GHz,43592.8,9276,17.02,2692,4.94,79.0,4,LGA 1151,Server
701,Intel Xeon Silver 4108 @ 1.80GHz,39196.0,9262,18.9,1558,3.18,85.0,8,LGA 3647,Server
703,Intel Xeon E3-1275 v6 @ 3.80GHz,28288.8,9229,26.1,2593,7.33,73.0,4,LGA 1151,Server
705,Intel Core i5-8400 @ 2.80GHz,18400.0,9222,40.1,2404,10.45,65.0,6,LGA 1151-2,Desktop
706,Intel Xeon E5-2651 v2 @ 1.80GHz,22248.0,9216,33.14,1118,4.02,,12,LGA  2011,Server
707,Intel Core i5-9500TE @ 2.20GHz,15360.0,9212,47.98,2296,11.96,35.0,6,LGA 1151-2,Laptop
708,Intel Xeon E3-1280 v6 @ 3.90GHz,47374.4,9166,15.48,2561,4.32,72.0,4,LGA 1151,Server
709,Intel Xeon E5-2620 v4 @ 2.10GHz,20319.2,9152,36.03,1610,6.34,85.0,8,LGA 2011-3,Server
711,Intel Core i3-10105F @ 3.70GHz,6319.2,9141,115.72,2675,33.86,,4,LGA 1200,Desktop
712,Intel Xeon E5-2629 v3 @ 2.40GHz,39990.4,9139,18.28,1426,2.85,85.0,8,LGA 2011-v3,Server
713,Intel Core i7-9850HL @ 1.90GHz,31600.0,9112,23.07,2139,5.42,25.0,6,BGA 1440,"Desktop, Laptop"
714,Intel Xeon D-1715TER @ 2.40GHz,22800.0,9104,31.94,2269,7.96,50.0,4,BGA 2227,Server
715,AMD Ryzen 5 1500X,9628.8,9083,75.47,2110,17.53,65.0,4,AM4,Desktop
716,Intel Xeon E5-2643 v2 @ 3.50GHz,31916.0,9083,22.77,1895,4.75,130.0,6,LGA 2011,Server
717,Intel Xeon D-1548 @ 2.00GHz,44400.0,9075,16.35,1647,2.97,45.0,8,BGA 1667,Server
721,Intel Xeon E5-2630L v3 @ 1.80GHz,6320.0,8978,113.64,1532,19.39,55.0,8,LGA 2011-v3,Server
722,Intel Core i7-6700K @ 4.00GHz,18400.0,8967,38.99,2520,10.96,95.0,4,LGA 1151,Desktop
723,Intel Core i3-10105 @ 3.70GHz,8560.0,8928,83.44,2718,25.4,65.0,4,LGA 1200,Desktop
724,Intel Core i5-10400H @ 2.60GHz,20000.0,8916,35.66,2738,10.95,45.0,4,BGA 1440,Laptop
725,Intel Xeon E5-2670 @ 2.60GHz,5680.0,8902,125.37,1477,20.8,115.0,8,LGA 2011,Server
727,Intel Xeon E3-1270 v6 @ 3.80GHz,25336.8,8862,27.98,2462,7.77,72.0,4,LGA 1151,Server
728,Intel Core i3-10100F @ 3.60GHz,6399.2,8854,110.69,2604,32.56,65.0,4,LGA 1200,Desktop
729,Intel Xeon E3-1240 v6 @ 3.70GHz,29956.0,8853,23.64,2456,6.56,72.0,4,LGA 1151,Server
730,Intel Core i3-10100 @ 3.60GHz,9039.2,8800,77.88,2637,23.34,65.0,4,LGA 1200,Desktop
731,Intel Xeon Gold 5122 @ 3.60GHz,72346.4,8771,9.7,2120,2.34,105.0,4,LGA 3647,Server
733,Intel Core i7-8559U @ 2.70GHz,49360.0,8745,14.17,2580,4.18,28.0,4,BGA 1528,Laptop
734,Intel Xeon E-2134 @ 3.50GHz,23805.6,8741,29.37,2569,8.63,71.0,4,LGA 1151-2,Server
735,AMD Ryzen 5 2400G,17120.0,8729,40.79,2158,10.09,65.0,4,AM4,Desktop
736,Intel Core i5-10300H @ 2.50GHz,20000.0,8692,34.77,2616,10.47,45.0,4,BGA 1440,"Desktop, Laptop"
737,Intel Xeon W-2223 @ 3.60GHz,23199.2,8686,29.95,2255,7.78,120.0,4,LGA 2066,Server
739,Intel Core i7-1065G7 @ 1.30GHz,34080.0,8668,20.35,2401,5.64,15.0,4,BGA -1526,Laptop
740,Intel Xeon E3-1245 v6 @ 3.70GHz,39704.0,8659,17.45,2441,4.92,73.0,4,LGA 1151,Server
741,Intel Core i7-7700 @ 3.60GHz,17599.2,8638,39.27,2472,11.24,65.0,4,LGA 1151,Desktop
742,Intel Xeon E5-4650 @ 2.70GHz,6255.2,8630,110.38,1476,18.87,130.0,8,LGA 2011,Server
743,Intel Xeon E5-2648L v2 @ 1.90GHz,75600.0,8611,9.11,1350,1.43,70.0,10,LGA 2011,Server
744,Intel Core i7-3960X @ 3.30GHz,12799.2,8596,53.73,1816,11.35,130.0,6,LGA 2011,Desktop
746,Intel Core i7-8569U @ 2.80GHz,34480.0,8523,19.78,2773,6.43,28.0,4,BGA 1528,Laptop
747,Intel Xeon W-2123 @ 3.60GHz,34168.8,8489,19.87,2229,5.22,120.0,4,LGA 2066,Server
749,Intel Xeon E5-4650L @ 2.60GHz,4799.2,8472,141.22,1393,23.23,115.0,8,LGA  2011,Server
751,Intel Xeon E-2314 @ 2.80GHz,15600.0,8422,43.19,3089,15.84,65.0,4,LGA 1200,Server
752,Intel Xeon E3-1275 v5 @ 3.60GHz,35523.2,8421,18.97,2327,5.24,80.0,4,LGA 1151,Server
753,Intel Xeon E5-1660 @ 3.30GHz,21375.2,8417,31.5,1790,6.7,130.0,6,LGA 2011,Server
754,Intel Core i5-10200H @ 2.40GHz,20000.0,8414,33.65,2481,9.93,45.0,4,BGA 1440,Laptop
755,Intel Xeon E5-2665 @ 2.40GHz,7040.0,8411,95.58,1399,15.89,115.0,8,LGA 2011,Server
756,Intel Xeon E3-1585 v5 @ 3.50GHz,44480.0,8408,15.12,2402,4.32,65.0,4,BGA 1440,Server
757,Intel Xeon E3-1230 v6 @ 3.50GHz,47635.2,8408,14.12,2352,3.95,72.0,4,LGA 1151,Server
758,Intel Core i5-9600T @ 2.30GHz,17040.0,8393,39.4,2175,10.21,35.0,6,LGA 1151-2,Desktop
760,Intel Core i5-1035G7 @ 1.20GHz,25600.0,8388,26.21,2299,7.18,15.0,4,BGA 1526,Laptop
762,Intel Core i7-3970X @ 3.50GHz,14960.0,8373,44.78,1832,9.8,150.0,6,LGA 2011,Desktop
763,Intel Core i7-10810U @ 1.10GHz,35440.0,8353,18.86,2322,5.24,15.0,6,BGA 1528,Laptop
764,Intel Xeon E3-1280 v5 @ 3.70GHz,31600.0,8320,21.06,2343,5.93,80.0,4,LGA 1151,Server
765,AMD Opteron 6386 SE,10807.2,8320,61.59,1340,9.92,140.0,16,Socket G34,Server
766,Intel Xeon E3-1270 v5 @ 3.60GHz,72960.0,8317,9.12,2279,2.5,80.0,4,LGA 1151,Server
769,Intel Core i5-9400H @ 2.50GHz,20000.0,8261,33.04,2501,10.01,45.0,4,BGA 1440,Laptop
770,Intel Core i5-9500T @ 2.20GHz,15360.0,8256,43.0,2200,11.46,35.0,6,LGA 1151-2,Desktop
771,Intel Xeon E3-1240 v5 @ 3.50GHz,26000.0,8254,25.4,2323,7.15,80.0,4,LGA 1151,Server
772,Intel Core i5-1035G4 @ 1.10GHz,24720.0,8251,26.7,2277,7.37,15.0,4,BGA 1526,Laptop
773,Intel Core i7-3930K @ 3.20GHz,20000.0,8244,32.98,1762,7.05,130.0,6,LGA 2011,Desktop
774,Intel Xeon E5-2470 @ 2.30GHz,11200.0,8240,58.85,1443,10.31,95.0,8,LGA  1356,Server
775,Intel Core i3-10100E @ 3.20GHz,10000.0,8229,65.83,2297,18.38,65.0,4,LGA 1200,"Desktop, Mobile/Embedded"
776,Intel Core i5-8600T @ 2.30GHz,15999.2,8227,41.14,2180,10.9,35.0,6,LGA 1151-2,Desktop
777,Intel Core i7-8557U @ 1.70GHz,34480.0,8225,19.08,2571,5.96,15.0,4,BGA 1528,Laptop
779,Intel Xeon E3-1535M v6 @ 3.10GHz,49840.0,8184,13.14,2386,3.83,35.0,4,BGA 1440,"Laptop, Server"
780,Intel Xeon E-2276ME @ 2.80GHz,36000.0,8167,18.15,1604,3.56,45.0,6,BGA 1440,"Server, Mobile/Embedded"
781,Intel Core i3-10305T @ 3.00GHz,11440.0,8136,56.9,2456,17.18,35.0,4,LGA 1200,Desktop
783,Intel Core i5-8259U @ 2.30GHz,41599.2,8131,15.64,2246,4.32,28.0,4,BGA 1528,Laptop
784,Intel Xeon E5-1650 @ 3.20GHz,8960.0,8113,72.44,1745,15.58,130.0,6,LGA 2011,Server
785,Intel Xeon E5-2660 @ 2.20GHz,5178.4,8104,125.19,1395,21.55,95.0,8,LGA 2011,Server
786,Intel Core i7-6700 @ 3.40GHz,20400.0,8078,31.68,2300,9.02,65.0,4,LGA  1151,Desktop
787,Intel Xeon E3-1245 v5 @ 3.50GHz,11199.2,8073,57.67,2284,16.32,80.0,4,LGA 1151,Server
788,Intel Core i7-4790K @ 4.00GHz,16549.6,8061,38.97,2467,11.93,88.0,4,LGA 1150,Desktop
789,Intel Core i5-8269U @ 2.60GHz,25600.0,8055,25.17,2561,8.0,28.0,4,BGA 1528,"Laptop, Mobile/Embedded"
790,Intel Core i5-8400H @ 2.50GHz,20000.0,8037,32.15,2466,9.86,45.0,4,BGA 1440,Laptop
792,Intel Core i5-8279U @ 2.40GHz,25600.0,8028,25.09,2466,7.71,28.0,4,BGA 1528,Laptop
793,Intel Xeon E3-1285L v4 @ 3.40GHz,98400.0,8022,6.52,2340,1.9,65.0,4,LGA 1150,Server
794,Intel Xeon E3-1585L v5 @ 3.00GHz,35600.0,8021,18.02,2179,4.9,45.0,4,BGA 1440,Server
795,Intel Core i3-10300T @ 3.00GHz,13942.4,7997,45.89,2350,13.49,35.0,4,LGA 1200,Desktop
798,Intel Core i7-8705G @ 3.10GHz,122808.8,7947,5.18,2288,1.49,65.0,4,BGA 2270,Laptop
801,Intel Xeon E5-2620 v3 @ 2.40GHz,4419.2,7906,143.12,1693,30.64,85.0,6,LGA 2011-v3,Server
802,Intel Xeon E3-1230 v5 @ 3.40GHz,73280.0,7880,8.6,2122,2.32,80.0,4,LGA 1151,Server
803,Intel Core i5-8260U @ 1.60GHz,35199.2,7854,17.85,2313,5.26,15.0,4,BGA 1528,Laptop
804,Intel Core i3-10105T @ 3.00GHz,9760.0,7850,64.34,2350,19.26,35.0,4,LGA 1200,Desktop
807,Intel Core i5-9400T @ 1.80GHz,14560.0,7819,42.96,2057,11.3,35.0,6,LGA 1151-2,Desktop
808,Intel Core i7-5775C @ 3.30GHz,13996.0,7801,44.59,2318,13.25,65.0,4,LGA 1150,Desktop
809,Intel Core i5-9300H @ 2.40GHz,20000.0,7793,31.17,2349,9.39,45.0,4,BGA 1440,Laptop
810,AMD Ryzen 5 1400,8772.0,7783,70.98,1904,17.36,65.0,4,AM4,Desktop
811,Intel Xeon E3-1260L v5 @ 2.90GHz,20696.0,7757,29.98,2287,8.84,45.0,4,LGA 1151,Server
812,Intel Xeon E5-2640 v2 @ 2.00GHz,5280.8,7741,117.27,1275,19.32,95.0,8,LGA  2011,Server
813,Intel Core i5-1035G1 @ 1.00GHz,23760.0,7737,26.05,2307,7.77,15.0,4,BGA 1526,Laptop
814,Intel Xeon D-2123IT @ 2.20GHz,17040.0,7731,36.3,1750,8.22,60.0,4,BGA 2518,Server
818,Intel Core i5-8500T @ 2.10GHz,19802.4,7699,31.11,2045,8.26,35.0,6,LGA 1151-2,Desktop
820,Intel Core i3-9350K @ 4.00GHz,23457.6,7694,26.24,2823,9.63,91.0,4,LGA 1151,Desktop
821,Intel Core i7-7820HK @ 2.90GHz,30240.0,7682,20.32,2179,5.76,45.0,4,BGA 1440,Laptop
823,Intel Core i5-8257U @ 1.40GHz,25600.0,7680,24.0,2314,7.23,15.0,4,BGA 1528,Laptop
824,Intel Core i5-9300HF @ 2.40GHz,20000.0,7678,30.71,2360,9.44,45.0,4,BGA 1440,Laptop
828,Intel Xeon E3-1575M v5 @ 3.00GHz,96560.0,7629,6.32,2125,1.76,45.0,4,BGA 1440,Server
831,Intel Xeon E5-2623 v4 @ 2.60GHz,6720.0,7582,90.26,1696,20.2,85.0,4,LGA 2011-3,Server
833,AMD Ryzen 3 2300X,14247.2,7566,42.48,2364,13.28,65.0,4,AM4,Desktop
834,Intel Core i7-7700T @ 2.90GHz,31200.0,7561,19.39,2156,5.53,35.0,4,LGA 1151,Desktop
835,Intel Xeon E-2224G @ 3.50GHz,21404.8,7545,28.2,2726,10.19,71.0,4,LGA 1151-2,Server
836,Intel Core i5-8300H @ 2.30GHz,20000.0,7542,30.17,2309,9.24,45.0,4,LGA 1151-2,Laptop
838,Intel Xeon E3-1535M v5 @ 2.90GHz,49840.0,7523,12.07,2124,3.41,45.0,4,BGA 1440,"Laptop, Server"
839,Intel Xeon E-2124G @ 3.40GHz,18399.2,7518,32.69,2749,11.95,71.0,4,LGA 1151-2,Server
840,Intel Xeon E5-2667 @ 2.90GHz,7695.2,7501,77.98,1596,16.6,130.0,6,LGA 2011,Server
841,Intel Xeon E5-2637 v3 @ 3.50GHz,8960.0,7485,66.83,2040,18.22,135.0,4,LGA 2011-v3,Server
842,Intel Xeon E5-2650L v2 @ 1.70GHz,6320.0,7475,94.62,1102,13.95,70.0,10,LGA 2011,Server
843,Intel Xeon E5-2630 v2 @ 2.60GHz,5520.0,7470,108.26,1574,22.82,80.0,6,LGA 2011,Server
844,Intel Xeon E5-1630 v3 @ 3.70GHz,107680.0,7456,5.54,2127,1.58,140.0,4,LGA 2011-v3,Server
845,Intel Core i7-7820EQ @ 3.00GHz,30240.0,7453,19.72,2207,5.84,45.0,4,BGA 1440,Laptop
846,Intel Core i7-7920HQ @ 3.10GHz,45440.0,7449,13.11,2226,3.92,45.0,4,BGA 1440,Laptop
847,Intel Xeon D-1531 @ 2.20GHz,27840.0,7447,21.4,1424,4.09,45.0,6,BGA 1667,Server
848,Intel Core i5-8400T @ 1.70GHz,19187.2,7447,31.05,1924,8.02,35.0,6,LGA 1151-2,Desktop
849,Intel Xeon E5-1620 v4 @ 3.50GHz,17544.0,7437,33.91,2251,10.27,140.0,4,LGA 2011-3,Server
850,Intel Xeon E3-1271 v3 @ 3.60GHz,11999.2,7432,49.55,2271,15.14,80.0,4,LGA 1150,Server
851,Intel Xeon E3-1286 v3 @ 3.70GHz,67120.0,7418,8.84,2391,2.85,84.0,4,LGA 1150,Server
852,Intel Xeon E5-2450 @ 2.10GHz,5120.0,7410,115.78,1154,18.02,95.0,8,LGA  1356,Server
853,Intel Xeon E3-1281 v3 @ 3.70GHz,43700.0,7406,13.56,2340,4.28,82.0,4,LGA 1150,Server
854,Intel Core i3-10100T @ 3.00GHz,9760.0,7405,60.7,2319,19.01,35.0,4,LGA 1200,Laptop
855,Intel Core i7-6920HQ @ 2.90GHz,45440.0,7378,12.99,2119,3.73,45.0,4,BGA 1440,Laptop
858,Intel Core i3-9320 @ 3.70GHz,17437.6,7358,33.76,2711,12.44,62.0,4,LGA 1151-2,Desktop
860,Intel Xeon E3-1276 v3 @ 3.60GHz,78240.0,7345,7.51,2258,2.31,84.0,4,LGA 1150,Server
861,Intel Xeon E5-2650 @ 2.00GHz,3920.0,7335,149.68,1266,25.84,95.0,8,LGA 2011,Server
862,Intel Core i3-9350KF @ 4.00GHz,16588.8,7318,35.29,2666,12.86,91.0,4,LGA 1151-2,Desktop
866,Intel Core i3-9300 @ 3.70GHz,15599.2,7279,37.33,2666,13.67,62.0,4,LGA 1151-2,Desktop
868,Intel Core i7-6700T @ 2.80GHz,23920.0,7271,24.32,2091,6.99,35.0,4,LGA  1151,Desktop
869,Intel Xeon E3-1280 v3 @ 3.60GHz,19920.0,7256,29.14,2294,9.21,82.0,4,LGA 1150,Server
870,Intel Xeon E3-1270 v3 @ 3.50GHz,10319.2,7245,56.17,2184,16.93,80.0,4,LGA 1150,Server
871,Intel Core i7-4790 @ 3.60GHz,16000.0,7235,36.18,2234,11.17,84.0,4,LGA 1150,Desktop
872,Intel Xeon E5-4610 v3 @ 1.70GHz,97520.0,7229,5.93,1027,0.84,105.0,10,LGA 2011-3,Server
873,Intel Xeon E-2224 @ 3.40GHz,20013.6,7223,28.87,2434,9.73,71.0,4,LGA 1151-2,Server
874,Intel Xeon E3-1246 v3 @ 3.50GHz,66080.0,7218,8.74,2189,2.65,84.0,4,LGA 1150,Server
875,Intel Core i7-7820HQ @ 2.90GHz,30240.0,7209,19.07,2140,5.66,45.0,4,BGA 1440,Laptop
876,Intel Xeon W3690 @ 3.47GHz,36015.2,7208,16.01,1606,3.57,130.0,6,LGA 1366,Server
877,AMD Ryzen 3 3200G,11599.2,7188,49.57,2218,15.3,65.0,4,AM4,Desktop
879,Intel Xeon D-1537 @ 1.70GHz,45680.0,7176,12.57,1104,1.93,35.0,8,BGA 1667,Server
880,Intel Xeon D-1539 @ 1.60GHz,38880.0,7175,14.76,1179,2.43,35.0,8,BGA 1667,Server
881,Intel Core i7-6770HQ @ 2.60GHz,49520.0,7145,11.54,1966,3.18,45.0,4,BGA 1440,Laptop
883,Intel Xeon E3-1275 v3 @ 3.50GHz,15999.2,7143,35.72,2213,11.06,95.0,4,LGA 1150,Server
884,Intel Core i7-990X @ 3.47GHz,120015.2,7137,4.76,1600,1.07,130.0,6,LGA 1366,Desktop
885,Intel Core i7-4770K @ 3.50GHz,26399.2,7129,21.6,2165,6.56,84.0,4,LGA 1150,Desktop
886,Intel Xeon D-1557 @ 1.50GHz,55520.0,7118,10.26,718,1.03,45.0,12,BGA 1667,Server
893,Intel Core i7-4771 @ 3.50GHz,15748.8,7074,35.93,2190,11.13,84.0,4,LGA 1150,Desktop
896,Intel Xeon E3-1241 v3 @ 3.50GHz,6399.2,7070,88.39,2150,26.88,80.0,4,LGA 1150,Server
897,Intel Xeon E3-1240 v3 @ 3.40GHz,5189.6,7065,108.91,2161,33.31,80.0,4,LGA 1150,Server
898,Intel Core i7-10610U @ 1.80GHz,32720.0,7062,17.27,2362,5.78,15.0,4,BGA 1528,Laptop
899,Intel Core i7-4940MX @ 3.10GHz,55996.0,7060,10.09,2286,3.27,57.0,4,"FPGA946,FPGA947",Laptop
902,Intel Core i7-5850EQ @ 2.70GHz,34800.0,7036,16.17,2119,4.87,47.0,4,BGA 1364,Laptop
903,Intel Core i7-4770 @ 3.40GHz,14295.2,7030,39.34,2166,12.12,84.0,4,LGA 1150,Desktop
904,Intel Core i7-980 @ 3.33GHz,12815.2,7018,43.81,1558,9.73,130.0,6,LGA 1366,Desktop
905,Intel Xeon E5-4640 @ 2.40GHz,4799.2,7012,116.89,1233,20.55,95.0,8,LGA 2011,Server
906,Intel Xeon E3-1245 v3 @ 3.40GHz,23920.0,7008,23.44,2142,7.16,84.0,4,LGA 1150,Server
908,Intel Xeon E3-1231 v3 @ 3.40GHz,39916.0,6998,14.03,2152,4.31,80.0,4,LGA 1150,Server
909,Intel Xeon E5-1620 v3 @ 3.50GHz,6356.8,6991,87.98,2024,25.48,140.0,4,LGA 2011-v3,Server
911,Intel Xeon E5-4607 v2 @ 2.60GHz,5824.0,6986,95.96,1363,18.73,95.0,6,LGA 2011,Server
912,Intel Xeon E-2124 @ 3.30GHz,16399.2,6977,34.04,2537,12.37,71.0,4,LGA 1151-2,Server
914,Intel Core i7-7700HQ @ 2.80GHz,30240.0,6957,18.4,2070,5.48,45.0,4,BGA 1440,Laptop
916,Intel Core i7-4790S @ 3.20GHz,13040.0,6954,42.66,2198,13.49,65.0,4,LGA 1150,Desktop
918,Intel Xeon E5-2440 v2 @ 1.90GHz,39996.0,6927,13.86,962,1.93,95.0,8,LGA  1356,Server
919,AMD Ryzen 3 1300X,9200.0,6925,60.22,2096,18.23,65.0,4,AM4,Desktop
923,Intel Xeon W3680 @ 3.33GHz,3828.0,6917,144.57,1547,32.33,130.0,6,LGA 1366,Server
924,Intel Core i7-6820HK @ 2.70GHz,30240.0,6906,18.27,1941,5.13,45.0,4,BGA 1440,Laptop
925,Intel Xeon E5-2637 v4 @ 3.50GHz,11440.0,6897,48.23,2073,14.5,135.0,4,LGA 2011-3,Server
926,Intel Pentium Gold G7400,5359.2,6896,102.94,3084,46.03,46.0,2,"LGA 1700,BGA1700",Desktop
928,Intel Core i5-7600K @ 3.80GHz,13279.2,6869,41.38,2566,15.46,91.0,4,LGA 1151,Desktop
929,Intel Xeon E5-2623 v3 @ 3.00GHz,19996.0,6869,27.48,1861,7.45,105.0,4,LGA 2011-v3,Server
930,Intel Xeon X5690 @ 3.47GHz,15124.8,6867,36.32,1608,8.51,130.0,6,LGA 1366,Server
931,Intel Core i7-5850HQ @ 2.70GHz,34720.0,6866,15.82,2219,5.11,47.0,4,BGA 1364,Laptop
932,Intel Xeon E5-2430 v2 @ 2.50GHz,16120.0,6864,34.07,1413,7.01,80.0,6,LGA  1356,Server
933,Intel Core i3-8350K @ 4.00GHz,16492.8,6862,33.29,2489,12.07,91.0,4,LGA 1151-2,Desktop
934,Intel Xeon E3-1285L v3 @ 3.10GHz,71999.2,6848,7.61,2132,2.37,65.0,4,LGA 1150,Server
935,Intel Core i7-10510U @ 1.80GHz,32720.0,6837,16.72,2363,5.78,15.0,4,BGA 1528,Laptop
936,Intel Xeon E5-4620 @ 2.20GHz,5756.8,6830,94.91,1239,17.22,95.0,8,LGA  2011,Server
939,Intel Core i7-4770S @ 3.10GHz,101600.0,6819,5.37,2148,1.69,65.0,4,LGA 1150,Desktop
940,Intel Core i7-980X @ 3.33GHz,11569.6,6813,47.11,1532,10.59,130.0,6,LGA 1366,Desktop
941,Intel Xeon X5680 @ 3.33GHz,11600.0,6811,46.97,1510,10.41,130.0,6,LGA 1366,Server
942,AMD Ryzen 3 2200G,9920.0,6781,54.69,2060,16.61,65.0,4,AM4,Desktop
943,Intel Core i7-4960HQ @ 2.60GHz,49840.0,6779,10.88,2188,3.51,47.0,4,BGA 1364,Laptop
944,Intel Xeon E5-2448L v2 @ 1.80GHz,113920.0,6774,4.76,1235,0.87,70.0,10,LGA  1356,Server
946,AMD FX-9590 Eight-Core,27523.2,6768,19.67,1829,5.32,220.0,4,AM3+,Desktop
947,Intel Core i3-9100F @ 3.60GHz,9920.0,6768,54.58,2519,20.32,65.0,4,LGA 1151-2,Desktop
949,Intel Xeon E3-1230 v3 @ 3.30GHz,23999.2,6760,22.53,2081,6.94,80.0,4,LGA 1150,Server
950,Intel Core i7-4930MX @ 3.00GHz,87680.0,6753,6.16,2180,1.99,57.0,4,PGA946,Laptop
953,Intel Core i5-7640X @ 4.00GHz,5200.0,6675,102.69,2511,38.63,112.0,4,LGA 2066,Desktop
954,Intel Core i5-10310U @ 1.70GHz,23760.0,6658,22.42,2281,7.68,15.0,4,BGA 1528,Laptop
955,AMD Opteron 6380,68463.2,6645,7.76,1096,1.28,115.0,8,G34,Server
957,Intel Core i3-9100 @ 3.60GHz,13596.8,6625,38.98,2519,14.82,65.0,4,LGA 1151-2,Desktop
958,Intel Xeon E3-1275 V2 @ 3.50GHz,30739.2,6613,17.21,2151,5.6,77.0,4,LGA 1155,Server
959,Intel Xeon E5-2630L v2 @ 2.40GHz,7092.0,6610,74.56,1388,15.66,60.0,6,LGA  2011,Server
